ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,TotalSpending,TotalChildren,Education_Encoded,Marital_Encoded,Edu_Basic,Edu_Graduate,Edu_Postgraduate,Mar_Married,Mar_Single
9381,1978,Graduation,Married,1.1557888466465336,1,1,12-06-2013,0.2241367905397265,328,9,124,12,24,109,7,0.25268410181187284,0.20239926431226726,1.713686770226898,-1.3032802068423206,0,0,0,0,0,0,3,11,0,-0.7662230638006857,0.6540047057448163,1.2303770909850422,1,1,False,True,False,True,False
7437,1988,Graduation,Single,-0.9140256804797185,1,0,28-04-2014,-0.6887347852654254,13,0,8,2,1,5,1,-0.9818842561992603,-0.7649764081502445,-0.3534161143346273,-1.3032802068423206,0,0,0,0,0,0,3,11,0,-1.647649544359247,-0.7756317342149178,-0.17769804270138712,1,0,False,True,False,False,True
8375,1968,PhD,Married,0.5947013597692493,0,1,03-03-2014,0.4347994618793769,447,0,28,0,0,43,3,1.8987752458267173,0.20239926431226726,0.3356181805192145,0.6335935856132257,0,0,0,0,0,0,3,11,0,0.1152034167578757,0.4359665658549435,-0.17769804270138712,2,1,False,False,True,True,False
3076,1975,Graduation,Together,1.1708675006752927,1,1,07-09-2012,-1.1451705731680013,452,18,102,16,18,6,4,0.25268410181187284,0.20239926431226726,2.4027210650807396,-1.3032802068423206,0,0,0,0,0,0,3,11,0,-0.5017951196331173,0.6688709425554894,1.2303770909850422,1,1,False,True,False,True,False
6518,1951,PhD,Widow,1.2261738495593477,0,1,11-06-2013,-1.4962750254007522,546,0,48,0,6,6,1,1.487252459823006,0.6860871005435232,1.0246524753730561,-0.3348433106145475,0,0,0,0,0,0,3,11,0,1.61362843370743,0.6540047057448163,-0.17769804270138712,2,0,False,False,True,False,True
1386,1967,Graduation,Together,-0.6697514852138234,1,1,11-05-2014,-1.7771585871869526,10,0,1,0,0,0,1,-0.9818842561992603,-0.7649764081502445,-1.042450409188469,0.6335935856132257,0,0,0,0,0,0,3,11,0,0.20334606481373182,-0.8202304446469372,1.2303770909850422,1,1,False,True,False,True,False
4477,1958,Graduation,Together,1.3024287570762145,0,1,27-09-2013,-1.6367168062938524,247,49,159,7,82,109,1,0.6642068878155839,0.20239926431226726,1.713686770226898,-0.8190617587284341,0,0,0,0,0,0,3,11,0,0.996629897316437,0.7704568940950892,-0.17769804270138712,1,1,False,True,False,True,False
1357,1970,Graduation,Together,1.612510506710479,1,2,08-04-2013,1.3827814829078038,856,59,487,58,29,73,7,-0.5703614701955493,1.6534627730060347,-0.008898966907706399,-0.3348433106145475,0,0,0,0,0,0,3,11,0,-0.06108187935383658,3.0226917709120706,2.6384522246714717,1,1,False,True,False,True,False
6312,1959,Graduation,Married,1.0835190119801246,0,1,17-03-2013,-0.7589556757119755,258,107,291,84,37,86,4,2.721820817834139,0.6860871005435232,2.7472382125076606,0.6335935856132257,0,0,0,0,0,0,3,11,0,0.9084872492605809,1.2907751824686495,-0.17769804270138712,1,1,False,True,False,True,False
1050,1952,Graduation,Married,-0.892807860167822,0,0,30-04-2014,0.25924723576300157,14,10,13,4,15,9,1,-0.5703614701955493,-0.2812885719189886,-0.3534161143346273,-1.7874986549562073,0,0,0,0,0,0,3,11,0,1.5254857856515738,-0.6864343133508789,-1.5857731763878165,1,1,False,True,False,True,False
5846,1977,Graduation,Divorced,-0.2512111312441283,1,0,19-12-2012,0.6103516879957522,2,1,6,2,1,1,1,-0.9818842561992603,-0.7649764081502445,-1.042450409188469,0.1493751374993391,0,0,0,0,0,0,3,11,0,-0.6780804157448296,-0.8152750323767128,-0.17769804270138712,1,0,False,True,False,False,True
3332,1985,Graduation,Single,-0.8159067246211513,1,0,29-08-2012,1.2774501472379787,64,4,68,7,5,17,4,-0.15883868419183825,-0.2812885719189886,-0.3534161143346273,1.1178120337271122,0,0,0,0,0,0,3,11,0,-1.3832216001916786,-0.4386636998396598,-0.17769804270138712,1,0,False,True,False,False,True
2261,1969,Graduation,Married,-1.0020203972046906,1,0,23-06-2013,-1.6016063610705773,4,1,5,2,0,4,1,-0.9818842561992603,-0.7649764081502445,-1.042450409188469,0.6335935856132257,0,0,0,0,0,0,3,11,0,0.02706076870201956,-0.8078419139713763,-0.17769804270138712,1,1,False,True,False,True,False
5346,1973,2n Cycle,Married,-1.1498450590223452,1,0,03-07-2013,1.2774501472379787,25,5,19,7,0,23,3,-0.15883868419183825,-0.7649764081502445,-0.6979332617615481,0.6335935856132257,0,0,0,0,0,0,3,11,0,-0.325509823521405,-0.6517464274593082,-0.17769804270138712,0,1,True,False,False,True,False
4119,1963,Master,Together,-0.33877502928256426,0,0,11-05-2013,0.1890263453164514,112,17,44,34,22,89,1,-0.5703614701955493,1.6534627730060347,-0.6979332617615481,-1.3032802068423206,0,0,0,0,0,0,3,11,0,0.5559166570371564,-0.059574661167494644,-1.5857731763878165,2,1,False,False,True,True,False
535,1987,Graduation,Divorced,1.962927655871674,0,0,25-02-2014,-1.1451705731680013,163,23,424,27,65,76,1,-0.15883868419183825,4.071901954162314,2.7472382125076606,-2.271717103070094,0,0,0,0,0,0,3,11,0,-1.559506896303391,1.080170160984113,-1.5857731763878165,1,0,False,True,False,False,True
5268,1960,Graduation,Married,-0.8331394720825902,1,1,11-08-2013,1.5583337090241793,17,8,14,10,4,3,2,-0.9818842561992603,-0.7649764081502445,-0.3534161143346273,0.6335935856132257,0,0,0,0,0,0,3,11,0,0.8203446012047247,-0.7087336685668886,1.2303770909850422,1,1,False,True,False,True,False
771,1967,Graduation,Together,0.49905961135826393,0,1,21-01-2014,0.9965665854517781,135,9,39,4,0,7,1,-0.5703614701955493,0.20239926431226726,-0.008898966907706399,-1.7874986549562073,0,0,0,0,0,0,3,11,0,0.20334606481373182,-0.3668102219214063,-0.17769804270138712,1,1,False,True,False,True,False
11178,1972,Master,Single,-0.1355363139092203,1,0,23-03-2014,0.6454621332190273,15,2,10,0,1,4,1,-0.9818842561992603,-0.7649764081502445,-0.6979332617615481,0.6335935856132257,0,0,0,0,0,0,3,11,0,-0.23736717546554884,-0.7681986158095812,-0.17769804270138712,2,0,False,False,True,False,True
2230,1970,PhD,Married,-1.1462369525226066,1,0,24-05-2014,1.1721188115681533,27,2,14,0,0,0,3,-0.15883868419183825,-0.2812885719189886,-0.6979332617615481,-0.3348433106145475,0,0,0,0,0,0,3,11,0,-0.06108187935383658,-0.7409438483233471,-0.17769804270138712,2,1,False,False,True,True,False
7516,1983,Graduation,Married,-0.7978123397866406,1,0,22-05-2014,-0.7238452304887005,5,3,11,12,5,9,1,-0.5703614701955493,-0.7649764081502445,-0.6979332617615481,0.1493751374993391,0,0,0,0,0,0,3,11,0,-1.2069363040799663,-0.7359884360531227,-0.17769804270138712,1,1,False,True,False,True,False
11100,1972,Graduation,Divorced,0.3716988371510677,1,1,11-04-2013,-0.478072113925775,51,2,7,0,1,2,2,-0.5703614701955493,-0.7649764081502445,-0.6979332617615481,0.6335935856132257,0,0,0,0,0,0,3,11,0,-0.23736717546554884,-0.6913897256211032,1.2303770909850422,1,0,False,True,False,False,True
3037,1983,PhD,Married,0.28214240268740287,0,0,20-06-2013,-0.6536243400421503,135,46,92,65,61,11,2,0.6642068878155839,0.20239926431226726,0.6801353279461354,-0.3348433106145475,0,0,0,0,0,0,3,11,0,-1.2069363040799663,0.1683743032628269,-1.5857731763878165,2,1,False,False,True,True,False
1473,1960,2n Cycle,Single,0.15682801724125253,0,1,23-07-2013,-1.7771585871869526,53,1,5,2,1,10,2,-0.5703614701955493,-0.7649764081502445,-0.6979332617615481,1.1178120337271122,0,0,0,0,0,0,3,11,0,0.8203446012047247,-0.6690903704050936,-0.17769804270138712,0,0,True,False,False,False,True
1016,1959,PhD,Single,-0.5577386267144712,0,1,30-03-2014,-0.26740944258612453,41,1,6,2,0,5,2,-0.5703614701955493,-0.7649764081502445,-0.6979332617615481,0.1493751374993391,0,0,0,0,0,0,3,11,0,0.9084872492605809,-0.7112113747020008,-0.17769804270138712,2,0,False,False,True,False,True
9370,1945,PhD,Married,1.1274086656709765,0,0,17-05-2013,0.6103516879957522,562,81,276,80,40,81,1,1.075729673819295,0.6860871005435232,0.3356181805192145,-0.8190617587284341,0,0,0,0,0,0,3,11,0,2.142484322042567,1.9275456591924824,-1.5857731763878165,2,1,False,False,True,True,False
8373,1979,Basic,Together,-1.0941078914517541,1,0,10-12-2013,1.5232232638009042,1,3,6,10,0,9,1,-0.9818842561992603,-0.7649764081502445,-0.6979332617615481,-0.3348433106145475,0,0,0,0,0,0,3,11,0,-0.8543657118565418,-0.7756317342149178,-0.17769804270138712,0,1,True,False,False,True,False
7533,1964,Graduation,Married,0.22538204073628879,1,1,24-09-2013,-1.2505019088378266,144,1,32,2,1,7,4,0.25268410181187284,-0.2812885719189886,-0.3534161143346273,0.6335935856132257,0,0,0,0,0,0,3,11,0,0.4677740089813002,-0.3841541648671916,1.2303770909850422,1,1,False,True,False,True,False
3629,1978,Graduation,Single,-0.34216772643903504,1,0,19-12-2012,-1.1802810183912764,76,3,31,4,4,27,2,-0.15883868419183825,-0.2812885719189886,-0.6979332617615481,0.6335935856132257,0,0,0,0,0,0,3,11,0,-0.7662230638006857,-0.48821782254190366,-0.17769804270138712,1,0,False,True,False,False,True
5077,1979,Graduation,Together,1.744125615447218,0,1,02-11-2013,-0.1620781069162993,425,115,292,23,35,79,1,1.075729673819295,2.1371506092372905,2.058203917653819,-1.3032802068423206,0,0,0,0,0,0,3,11,0,-0.8543657118565418,1.5534120327905416,-0.17769804270138712,1,1,False,True,False,True,False
9215,1980,PhD,Married,-0.050449623318366166,1,0,12-12-2012,-1.1100601279447262,378,0,101,0,0,72,5,1.075729673819295,1.169774936774779,0.3356181805192145,0.6335935856132257,0,0,0,0,0,0,3,11,0,-0.9425083599123979,0.5177308683136458,-0.17769804270138712,2,1,False,False,True,True,False
2286,1962,Graduation,Single,0.31633863593119554,1,1,10-09-2013,-0.8291765661585258,64,1,21,0,1,27,2,-0.5703614701955493,-0.2812885719189886,-0.6979332617615481,0.1493751374993391,0,0,0,0,0,0,3,11,0,0.6440593050930126,-0.5650267127303815,1.2303770909850422,1,0,False,True,False,False,True
5234,1967,2n Cycle,Together,-0.762431355154874,1,1,11-07-2013,1.2072292567914285,12,5,25,0,9,30,2,-0.9818842561992603,-0.2812885719189886,-0.6979332617615481,-0.3348433106145475,0,0,0,0,0,0,3,11,0,0.20334606481373182,-0.6467910151890839,1.2303770909850422,0,1,True,False,False,True,False
9862,1969,Graduation,Together,-1.2382167420980361,1,0,14-11-2013,-0.478072113925775,1,6,7,11,5,3,2,-0.5703614701955493,-0.7649764081502445,-0.6979332617615481,0.1493751374993391,0,0,0,0,0,0,3,11,0,0.02706076870201956,-0.765720909674469,-0.17769804270138712,1,1,False,True,False,True,False
9805,1953,Master,Together,0.6041255185372236,0,1,20-06-2013,0.505020352325927,320,48,133,39,72,48,4,1.075729673819295,0.20239926431226726,1.713686770226898,-0.8190617587284341,0,0,0,0,0,0,3,11,0,1.4373431375957177,0.7878008370408746,-0.17769804270138712,2,1,False,False,True,True,False
8442,1985,Master,Married,-1.3678931667453633,2,0,04-09-2013,0.4347994618793769,9,0,7,3,4,7,2,-0.9818842561992603,-0.7649764081502445,-0.6979332617615481,0.6335935856132257,0,0,0,0,0,0,3,11,0,-1.3832216001916786,-0.7731540280798056,1.2303770909850422,2,1,False,False,True,True,False
7386,1976,Graduation,Divorced,-0.7495606468946119,1,0,22-04-2013,1.1370083663448785,17,0,14,7,3,2,1,-0.9818842561992603,-0.7649764081502445,-0.6979332617615481,0.6335935856132257,0,0,0,0,0,0,3,11,0,-0.5899377676889734,-0.7409438483233471,-0.17769804270138712,1,0,False,True,False,False,True
3381,1953,Master,Married,0.5082145084471533,1,1,08-06-2014,0.013474119200076047,70,0,16,0,0,4,2,-0.5703614701955493,-0.7649764081502445,-0.3534161143346273,0.1493751374993391,0,0,0,0,0,0,3,11,0,1.4373431375957177,-0.6244916599730741,1.2303770909850422,2,1,False,False,True,True,False
11051,1956,PhD,Together,1.7483260976409436,1,1,10-05-2014,0.7507934688888526,492,19,110,16,12,12,4,1.075729673819295,0.6860871005435232,1.713686770226898,-0.8190617587284341,0,0,0,0,0,0,3,11,0,1.1729151934281494,0.7902785431759868,1.2303770909850422,2,1,False,False,True,True,False
8026,1952,Graduation,Married,0.9740372132641711,0,1,30-09-2013,-1.426054134954202,120,58,73,65,89,58,5,0.6642068878155839,1.169774936774779,-0.008898966907706399,-0.3348433106145475,0,0,0,0,0,0,3,11,0,1.5254857856515738,0.29969272842377304,-0.17769804270138712,1,1,False,True,False,True,False
433,1958,Master,Alone,0.8842653694572383,1,1,10-03-2013,-0.3025198878093996,534,5,47,0,5,41,5,3.1333436038378504,-0.2812885719189886,0.3356181805192145,1.1178120337271122,0,0,0,0,0,0,3,11,0,0.996629897316437,0.7184250652577332,1.2303770909850422,2,0,False,False,True,False,True
9597,1969,Graduation,Married,1.5367941225517823,0,0,10-02-2014,-1.426054134954202,236,106,189,23,41,130,1,1.487252459823006,0.20239926431226726,1.3691696227999772,-0.8190617587284341,0,0,0,0,0,0,3,11,0,0.02706076870201956,0.948851735823167,-1.5857731763878165,1,1,False,True,False,True,False
5290,1964,PhD,Married,-0.18093383300294816,1,1,14-08-2013,0.013474119200076047,220,0,33,3,0,23,5,0.6642068878155839,-0.2812885719189886,-0.008898966907706399,1.1178120337271122,0,0,0,0,0,0,3,11,0,0.4677740089813002,-0.15620520043687008,1.2303770909850422,2,1,False,False,True,True,False
5342,1976,Basic,Divorced,-1.9043701361542802,1,0,08-08-2012,-0.6887347852654254,0,1,3,10,6,9,2,-0.9818842561992603,-0.7649764081502445,-0.6979332617615481,1.1178120337271122,0,0,0,0,0,0,3,11,0,-0.5899377676889734,-0.7756317342149178,-0.17769804270138712,0,0,True,False,False,False,True
9579,1959,PhD,Married,-0.6003896766815322,2,1,07-07-2013,0.3645785714328268,53,1,34,2,0,16,3,-0.5703614701955493,0.20239926431226726,-1.042450409188469,1.1178120337271122,0,0,0,0,0,0,3,11,0,0.9084872492605809,-0.5848483618112791,2.6384522246714717,2,1,False,False,True,True,False
1461,1965,PhD,Divorced,-0.43027014783564094,1,1,28-07-2013,0.8210143593354027,17,1,12,3,1,4,2,-0.5703614701955493,-0.7649764081502445,-0.6979332617615481,0.6335935856132257,0,0,0,0,0,0,3,11,0,0.3796313609254441,-0.753332378998908,1.2303770909850422,2,0,False,False,True,False,True
8690,1962,Graduation,Married,2.218726251002406,0,0,19-04-2013,0.7859039141121277,399,28,756,36,40,126,1,0.6642068878155839,2.6208384454685465,1.713686770226898,-1.7874986549562073,0,0,0,0,0,0,3,11,0,0.6440593050930126,2.584137784997213,-1.5857731763878165,1,1,False,True,False,True,False
2937,1974,PhD,Single,1.2623626192283692,0,1,28-08-2013,-0.12696766169302423,614,16,132,43,33,33,3,1.8987752458267173,1.6534627730060347,1.3691696227999772,0.1493751374993391,0,0,0,0,0,0,3,11,0,-0.41365247157726115,1.3105968315495469,-0.17769804270138712,2,0,False,False,True,False,True
9701,1988,Graduation,Together,-0.1630548575117054,1,0,19-03-2013,-1.3207227992843766,32,34,41,73,16,116,3,0.25268410181187284,0.20239926431226726,-0.6979332617615481,0.6335935856132257,0,0,0,0,0,0,3,11,0,-1.647649544359247,-0.07444089797816779,-0.17769804270138712,1,1,False,True,False,True,False
9949,1976,Graduation,Married,0.80230211434377,0,2,18-10-2012,-0.5131825591490501,598,16,141,32,41,49,3,-0.15883868419183825,0.6860871005435232,0.3356181805192145,1.1178120337271122,0,0,0,0,0,0,3,11,0,-0.5899377676889734,1.3254630683602202,1.2303770909850422,1,1,False,True,False,True,False
5885,1973,2n Cycle,Married,-0.4966700778979974,2,1,22-08-2012,1.5232232638009042,73,3,90,12,1,32,7,0.25268410181187284,-0.2812885719189886,-0.3534161143346273,1.1178120337271122,0,0,0,0,0,0,3,11,0,-0.325509823521405,-0.32468921762449904,2.6384522246714717,0,1,True,False,False,True,False
4050,1966,Master,Married,0.2527928796671399,0,0,21-06-2014,0.505020352325927,42,16,29,12,20,8,1,-0.5703614701955493,-0.2812885719189886,-0.3534161143346273,-1.3032802068423206,0,0,0,0,0,0,3,11,0,0.291488712869588,-0.5328165329739231,-1.5857731763878165,2,1,False,False,True,True,False
3830,1953,Master,Married,0.7777993015470367,0,2,24-04-2014,0.2943576809862766,295,21,78,39,13,13,1,0.25268410181187284,1.169774936774779,0.6801353279461354,-1.3032802068423206,0,0,0,0,0,0,3,11,0,1.4373431375957177,0.28978190388332425,1.2303770909850422,2,1,False,False,True,True,False
