ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,TotalSpending,TotalChildren,Education_Encoded,Marital_Encoded,Edu_Basic,Edu_Graduate,Edu_Postgraduate,Mar_Married,Mar_Single
9736,1980,Graduation,Married,0.24134176657541145,1,1,24-12-2012,0.5151515151515152,53,5,19,2,13,4,3,0.2727272727272727,0.0,0.23076923076923078,0.5714285714285714,0,0,0,0,0,0,3,11,0,0.2727272727272727,0.04360325826545281,0.6666666666666666,1,1,False,True,False,True,False
4939,1946,Graduation,Together,0.2156014978444885,0,0,31-08-2012,0.20202020202020204,84,5,38,150,12,28,2,0.36363636363636365,0.09090909090909091,0.46153846153846156,0.5,0,0,0,0,0,0,3,11,0,0.890909090909091,0.1494968854815525,0.0,1,1,False,True,False,True,False
2278,1985,2n Cycle,Single,0.19075490103527487,1,0,03-11-2012,0.8686868686868687,4,17,19,30,24,39,2,0.18181818181818182,0.09090909090909091,0.23076923076923078,0.42857142857142855,0,0,0,0,0,0,3,11,0,0.18181818181818177,0.06133205558217538,0.3333333333333333,0,0,True,False,False,False,True
9360,1982,Graduation,Married,0.2110702035935681,0,0,08-08-2012,0.4141414141414142,86,2,73,69,38,48,1,0.36363636363636365,0.18181818181818182,0.38461538461538464,0.5714285714285714,0,0,0,0,0,0,3,11,0,0.23636363636363633,0.14901772879731673,0.0,1,1,False,True,False,True,False
4047,1954,PhD,Married,0.3890745460838919,0,1,11-01-2014,0.0,384,0,102,21,32,5,3,0.5454545454545454,0.18181818181818182,0.6923076923076923,0.2857142857142857,0,0,0,0,0,0,3,11,0,0.7454545454545455,0.2582654528030666,0.3333333333333333,2,1,False,False,True,True,False
1409,1951,Graduation,Together,0.23403505459580226,0,1,18-03-2013,0.696969696969697,270,3,27,39,6,99,7,0.6363636363636364,0.09090909090909091,0.38461538461538464,0.5714285714285714,0,0,0,0,0,0,3,11,0,0.7999999999999999,0.21034978437949212,0.3333333333333333,1,1,False,True,False,True,False
7892,1969,Graduation,Single,0.09494949494949495,0,0,02-01-2013,0.8989898989898991,6,4,25,15,12,13,2,0.18181818181818182,0.09090909090909091,0.23076923076923078,0.5,0,0,0,0,0,0,3,11,0,0.4727272727272728,0.03354096789650216,0.0,1,0,False,True,False,False,True
2404,1976,Graduation,Married,0.31377324648352684,1,1,27-05-2013,0.04040404040404041,173,4,30,3,6,41,4,0.4545454545454546,0.09090909090909091,0.3076923076923077,0.5,0,0,0,0,0,0,3,11,0,0.34545454545454546,0.12074748442740776,0.6666666666666666,1,1,False,True,False,True,False
9422,1989,Graduation,Married,0.21937757638692218,1,0,31-05-2013,0.26262626262626265,36,2,42,20,21,10,2,0.18181818181818182,0.09090909090909091,0.3076923076923077,0.21428571428571427,0,0,0,0,0,0,3,11,0,0.10909090909090913,0.06037374221370389,0.3333333333333333,1,1,False,True,False,True,False
6864,1989,Master,Divorced,0.047056232102961074,0,0,22-05-2014,0.3434343434343435,8,4,10,2,2,4,2,0.2727272727272727,0.0,0.23076923076923078,0.3571428571428571,0,0,0,0,0,0,3,11,0,0.10909090909090913,0.011978917105893628,0.0,2,0,False,False,True,False,True
3033,1963,Master,Together,0.22101387708864345,0,0,11-05-2013,0.5656565656565657,112,17,44,34,22,89,1,0.18181818181818182,0.4545454545454546,0.23076923076923078,0.21428571428571427,0,0,0,0,0,0,3,11,0,0.5818181818181819,0.14997604216578822,0.0,2,1,False,False,True,True,False
8755,1946,Master,Married,0.410050662387111,0,0,20-02-2013,0.04040404040404041,482,34,471,119,68,22,1,0.2727272727272727,0.4545454545454546,0.6923076923076923,0.5,0,0,0,0,0,0,3,11,0,0.890909090909091,0.5706756109247724,0.0,2,1,False,False,True,True,False
10738,1951,Master,Single,0.28878819346109064,1,1,29-08-2013,0.5555555555555556,40,0,19,2,1,3,1,0.18181818181818182,0.0,0.23076923076923078,0.5,0,0,0,0,0,0,3,11,0,0.7999999999999999,0.028749401054144707,0.6666666666666666,2,0,False,False,True,False,True
4339,1970,PhD,Married,0.4018439850215551,0,1,31-12-2013,0.37373737373737376,702,17,151,0,8,35,5,0.4545454545454546,0.5454545454545454,0.9230769230769231,0.14285714285714285,0,0,0,0,0,0,3,11,0,0.4545454545454545,0.4350742692860565,0.3333333333333333,2,1,False,False,True,True,False
10755,1976,2n Cycle,Married,0.12722867302306556,1,0,02-09-2013,0.7676767676767677,6,3,14,15,7,36,3,0.2727272727272727,0.09090909090909091,0.15384615384615385,0.5,0,0,0,0,0,0,3,11,0,0.34545454545454546,0.03641590800191663,0.3333333333333333,0,1,True,False,False,True,False
8595,1973,Graduation,Widow,0.24498568236885992,0,1,11-02-2014,1.0,55,0,6,2,0,4,2,0.09090909090909091,0.09090909090909091,0.23076923076923078,0.3571428571428571,0,0,0,0,0,0,3,11,0,0.4,0.0297077144226162,0.3333333333333333,1,0,False,True,False,False,True
503,1985,Master,Married,0.1073476194971522,1,0,12-03-2013,0.888888888888889,13,1,29,3,0,7,2,0.18181818181818182,0.0,0.23076923076923078,0.5714285714285714,0,0,0,0,0,0,3,11,0,0.18181818181818177,0.022999520843315763,0.3333333333333333,2,1,False,False,True,True,False
8430,1957,Graduation,Together,0.11637874067780611,0,1,24-12-2012,0.04040404040404041,9,0,6,3,1,3,1,0.0,0.0,0.23076923076923078,0.3571428571428571,0,0,0,0,0,0,3,11,0,0.6909090909090908,0.008145663632007666,0.3333333333333333,1,1,False,True,False,True,False
2139,1975,Master,Married,0.025161270021083107,1,0,02-10-2013,0.19191919191919193,3,1,10,3,2,12,3,0.18181818181818182,0.0,0.23076923076923078,0.3571428571428571,0,0,0,0,0,0,3,11,0,0.36363636363636365,0.012458073790129372,0.3333333333333333,2,1,False,False,True,True,False
7286,1968,Graduation,Together,0.24057396393844993,1,0,24-05-2013,0.9292929292929294,13,6,15,3,5,13,1,0.18181818181818182,0.0,0.15384615384615385,0.7142857142857142,0,0,0,0,0,0,3,11,0,0.49090909090909085,0.023957834211787255,0.3333333333333333,1,1,False,True,False,True,False
6566,1954,PhD,Married,0.43455111866326823,1,1,08-11-2012,0.393939393939394,826,50,317,50,38,38,9,0.4545454545454546,0.18181818181818182,0.9230769230769231,0.5714285714285714,0,0,0,0,0,0,3,11,0,0.7454545454545455,0.6296118830857691,0.6666666666666666,2,1,False,False,True,True,False
8614,1957,Graduation,Widow,0.390094087290349,0,1,12-05-2014,0.29292929292929293,245,19,125,37,67,14,1,0.36363636363636365,0.18181818181818182,0.7692307692307693,0.14285714285714285,0,0,0,0,0,0,3,11,0,0.6909090909090908,0.24053665548634406,0.3333333333333333,1,0,False,True,False,False,True
1331,1977,Graduation,Single,0.20320337329683125,1,0,02-01-2013,0.5454545454545455,12,6,20,30,1,3,2,0.18181818181818182,0.0,0.23076923076923078,0.5,0,0,0,0,0,0,3,11,0,0.32727272727272727,0.032103497843794924,0.3333333333333333,1,0,False,True,False,False,True
9381,1978,Graduation,Married,0.3956763900689134,1,1,12-06-2013,0.5757575757575758,328,9,124,12,24,109,7,0.36363636363636365,0.18181818181818182,0.7692307692307693,0.21428571428571427,0,0,0,0,0,0,3,11,0,0.3090909090909091,0.2879731672256828,0.6666666666666666,1,1,False,True,False,True,False
7437,1988,Graduation,Single,0.15378709210484914,1,0,28-04-2014,0.31313131313131315,13,0,8,2,1,5,1,0.09090909090909091,0.0,0.3076923076923077,0.21428571428571427,0,0,0,0,0,0,3,11,0,0.12727272727272732,0.011499760421657882,0.3333333333333333,1,0,False,True,False,False,True
8375,1968,PhD,Married,0.3301047861795525,0,1,03-03-2014,0.6363636363636365,447,0,28,0,0,43,3,0.7272727272727273,0.18181818181818182,0.46153846153846156,0.5,0,0,0,0,0,0,3,11,0,0.49090909090909085,0.24580737901293725,0.3333333333333333,2,1,False,False,True,True,False
3076,1975,Graduation,Together,0.3974385600553825,1,1,07-09-2012,0.18181818181818182,452,18,102,16,18,6,4,0.36363636363636365,0.18181818181818182,0.9230769230769231,0.21428571428571427,0,0,0,0,0,0,3,11,0,0.36363636363636365,0.2908481073310973,0.6666666666666666,1,1,False,True,False,True,False
6518,1951,PhD,Widow,0.4039019478271815,0,1,11-06-2013,0.08080808080808081,546,0,48,0,6,6,1,0.6363636363636364,0.2727272727272727,0.6153846153846154,0.3571428571428571,0,0,0,0,0,0,3,11,0,0.7999999999999999,0.2879731672256828,0.3333333333333333,2,0,False,False,True,False,True
1386,1967,Graduation,Together,0.18233424588564778,1,1,11-05-2014,0.0,10,0,1,0,0,0,1,0.09090909090909091,0.0,0.15384615384615385,0.5,0,0,0,0,0,0,3,11,0,0.5090909090909091,0.0028749401054144704,0.6666666666666666,1,1,False,True,False,True,False
4477,1958,Graduation,Together,0.41281349318732496,0,1,27-09-2013,0.04040404040404041,247,49,159,7,82,109,1,0.4545454545454546,0.18181818181818182,0.7692307692307693,0.2857142857142857,0,0,0,0,0,0,3,11,0,0.6727272727272727,0.3104935313847628,0.3333333333333333,1,1,False,True,False,True,False
1357,1970,Graduation,Together,0.44905126026621356,1,2,08-04-2013,0.9090909090909092,856,59,487,58,29,73,7,0.18181818181818182,0.4545454545454546,0.38461538461538464,0.3571428571428571,0,0,0,0,0,0,3,11,0,0.4545454545454545,0.7460469573550551,1.0,1,1,False,True,False,True,False
6312,1959,Graduation,Married,0.3872305610623368,0,1,17-03-2013,0.29292929292929293,258,107,291,84,37,86,4,0.9090909090909092,0.2727272727272727,1.0,0.5,0,0,0,0,0,0,3,11,0,0.6545454545454544,0.41111643507426926,0.3333333333333333,1,1,False,True,False,True,False
1050,1952,Graduation,Married,0.15626671701438055,0,0,30-04-2014,0.5858585858585859,14,10,13,4,15,9,1,0.18181818181818182,0.09090909090909091,0.3076923076923077,0.14285714285714285,0,0,0,0,0,0,3,11,0,0.7818181818181819,0.028749401054144707,0.0,1,1,False,True,False,True,False
5846,1977,Graduation,Divorced,0.2312470499386387,1,0,19-12-2012,0.686868686868687,2,1,6,2,1,1,1,0.09090909090909091,0.0,0.15384615384615385,0.42857142857142855,0,0,0,0,0,0,3,11,0,0.32727272727272727,0.0038332534738859613,0.3333333333333333,1,0,False,True,False,False,True
3332,1985,Graduation,Single,0.1652537839453727,1,0,29-08-2012,0.8787878787878789,64,4,68,7,5,17,4,0.2727272727272727,0.09090909090909091,0.3076923076923077,0.5714285714285714,0,0,0,0,0,0,3,11,0,0.18181818181818177,0.07666506947771921,0.3333333333333333,1,0,False,True,False,False,True
2261,1969,Graduation,Married,0.14350357154095472,1,0,23-06-2013,0.05050505050505051,4,1,5,2,0,4,1,0.09090909090909091,0.0,0.15384615384615385,0.5,0,0,0,0,0,0,3,11,0,0.4727272727272728,0.005270723526593196,0.3333333333333333,1,1,False,True,False,True,False
5346,1973,2n Cycle,Married,0.12622801220932062,1,0,03-07-2013,0.8787878787878789,25,5,19,7,0,23,3,0.2727272727272727,0.0,0.23076923076923078,0.5,0,0,0,0,0,0,3,11,0,0.4,0.03545759463344514,0.3333333333333333,0,1,True,False,False,True,False
4119,1963,Master,Together,0.22101387708864345,0,0,11-05-2013,0.5656565656565657,112,17,44,34,22,89,1,0.18181818181818182,0.4545454545454546,0.23076923076923078,0.21428571428571427,0,0,0,0,0,0,3,11,0,0.5818181818181819,0.14997604216578822,0.0,2,1,False,False,True,True,False
535,1987,Graduation,Divorced,0.4900028320589068,0,0,25-02-2014,0.18181818181818182,163,23,424,27,65,76,1,0.2727272727272727,0.9090909090909092,1.0,0.07142857142857142,0,0,0,0,0,0,3,11,0,0.1454545454545455,0.37038811691423096,0.0,1,0,False,True,False,False,True
5268,1960,Graduation,Married,0.1632398753894081,1,1,11-08-2013,0.9595959595959597,17,8,14,10,4,3,2,0.09090909090909091,0.0,0.3076923076923077,0.5,0,0,0,0,0,0,3,11,0,0.6363636363636364,0.024436990896023,0.6666666666666666,1,1,False,True,False,True,False
771,1967,Graduation,Together,0.31892759369394885,0,1,21-01-2014,0.797979797979798,135,9,39,4,0,7,1,0.18181818181818182,0.18181818181818182,0.38461538461538464,0.14285714285714285,0,0,0,0,0,0,3,11,0,0.5090909090909091,0.09056061332055582,0.3333333333333333,1,1,False,True,False,True,False
11178,1972,Master,Single,0.24476541112055133,1,0,23-03-2014,0.696969696969697,15,2,10,0,1,4,1,0.09090909090909091,0.0,0.23076923076923078,0.5,0,0,0,0,0,0,3,11,0,0.4181818181818182,0.012937230474365118,0.3333333333333333,2,0,False,False,True,False,True
2230,1970,PhD,Married,0.1266496743132257,1,0,24-05-2014,0.8484848484848485,27,2,14,0,0,0,3,0.2727272727272727,0.09090909090909091,0.23076923076923078,0.3571428571428571,0,0,0,0,0,0,3,11,0,0.4545454545454545,0.018207954000958315,0.3333333333333333,2,1,False,False,True,True,False
7516,1983,Graduation,Married,0.1673683879291356,1,0,22-05-2014,0.30303030303030304,5,3,11,12,5,9,1,0.18181818181818182,0.0,0.23076923076923078,0.42857142857142855,0,0,0,0,0,0,3,11,0,0.21818181818181814,0.019166267369429803,0.3333333333333333,1,1,False,True,False,True,False
11100,1972,Graduation,Divorced,0.30404355077252276,1,1,11-04-2013,0.37373737373737376,51,2,7,0,1,2,2,0.18181818181818182,0.0,0.23076923076923078,0.5,0,0,0,0,0,0,3,11,0,0.4181818181818182,0.027791087685673215,0.6666666666666666,1,0,False,True,False,False,True
3037,1983,PhD,Married,0.29357751974574403,0,0,20-06-2013,0.32323232323232326,135,46,92,65,61,11,2,0.4545454545454546,0.18181818181818182,0.5384615384615385,0.3571428571428571,0,0,0,0,0,0,3,11,0,0.21818181818181814,0.19405845711547678,0.0,2,1,False,False,True,True,False
1473,1960,2n Cycle,Single,0.27893262846533873,0,1,23-07-2013,0.0,53,1,5,2,1,10,2,0.18181818181818182,0.0,0.23076923076923078,0.5714285714285714,0,0,0,0,0,0,3,11,0,0.6363636363636364,0.032103497843794924,0.3333333333333333,0,0,True,False,False,False,True
1016,1959,PhD,Single,0.19542465149941785,0,1,30-03-2014,0.43434343434343436,41,1,6,2,0,5,2,0.18181818181818182,0.0,0.23076923076923078,0.42857142857142855,0,0,0,0,0,0,3,11,0,0.6545454545454544,0.023957834211787255,0.3333333333333333,2,0,False,False,True,False,True
9370,1945,PhD,Married,0.3923597344158092,0,0,17-05-2013,0.686868686868687,562,81,276,80,40,81,1,0.5454545454545454,0.2727272727272727,0.46153846153846156,0.2857142857142857,0,0,0,0,0,0,3,11,0,0.9090909090909091,0.5342597029228557,0.0,2,1,False,False,True,True,False
8373,1979,Basic,Together,0.13274174769501873,1,0,10-12-2013,0.9494949494949496,1,3,6,10,0,9,1,0.09090909090909091,0.0,0.23076923076923078,0.3571428571428571,0,0,0,0,0,0,3,11,0,0.2909090909090909,0.011499760421657882,0.3333333333333333,0,1,True,False,False,True,False
7533,1964,Graduation,Married,0.28694420843953555,1,1,24-09-2013,0.15151515151515152,144,1,32,2,1,7,4,0.36363636363636365,0.09090909090909091,0.3076923076923077,0.5,0,0,0,0,0,0,3,11,0,0.5636363636363636,0.08720651653090561,0.6666666666666666,1,1,False,True,False,True,False
3629,1978,Graduation,Single,0.2206173888416879,1,0,19-12-2012,0.17171717171717174,76,3,31,4,4,27,2,0.2727272727272727,0.09090909090909091,0.23076923076923078,0.5,0,0,0,0,0,0,3,11,0,0.3090909090909091,0.06708193579300431,0.3333333333333333,1,0,False,True,False,False,True
5077,1979,Graduation,Together,0.4644324868623934,0,1,02-11-2013,0.4646464646464647,425,115,292,23,35,79,1,0.5454545454545454,0.5454545454545454,0.8461538461538463,0.21428571428571427,0,0,0,0,0,0,3,11,0,0.2909090909090909,0.4619070436032583,0.3333333333333333,1,1,False,True,False,True,False
9215,1980,PhD,Married,0.2547090846156267,1,0,12-12-2012,0.19191919191919193,378,0,101,0,0,72,5,0.5454545454545454,0.36363636363636365,0.46153846153846156,0.5,0,0,0,0,0,0,3,11,0,0.2727272727272727,0.2616195495927168,0.3333333333333333,2,1,False,False,True,True,False
2286,1962,Graduation,Single,0.29757386953648635,1,1,10-09-2013,0.27272727272727276,64,1,21,0,1,27,2,0.18181818181818182,0.09090909090909091,0.23076923076923078,0.42857142857142855,0,0,0,0,0,0,3,11,0,0.6,0.05222807858169622,0.6666666666666666,1,0,False,True,False,False,True
5234,1967,2n Cycle,Together,0.17150319393310048,1,1,11-07-2013,0.8585858585858587,12,5,25,0,9,30,2,0.09090909090909091,0.09090909090909091,0.23076923076923078,0.3571428571428571,0,0,0,0,0,0,3,11,0,0.5090909090909091,0.03641590800191663,0.6666666666666666,0,1,True,False,False,True,False
9862,1969,Graduation,Together,0.11590043739576451,1,0,14-11-2013,0.37373737373737376,1,6,7,11,5,3,2,0.18181818181818182,0.0,0.23076923076923078,0.42857142857142855,0,0,0,0,0,0,3,11,0,0.4727272727272728,0.013416387158600863,0.3333333333333333,1,1,False,True,False,True,False
9805,1953,Master,Together,0.3312061424210957,0,1,20-06-2013,0.6565656565656566,320,48,133,39,72,48,4,0.5454545454545454,0.18181818181818182,0.7692307692307693,0.2857142857142857,0,0,0,0,0,0,3,11,0,0.7636363636363636,0.31384762817441303,0.3333333333333333,2,1,False,False,True,True,False
8442,1985,Master,Married,0.10074577551213065,2,0,04-09-2013,0.6363636363636365,9,0,7,3,4,7,2,0.09090909090909091,0.0,0.23076923076923078,0.5,0,0,0,0,0,0,3,11,0,0.18181818181818177,0.011978917105893628,0.6666666666666666,2,1,False,False,True,True,False
7386,1976,Graduation,Divorced,0.17300733188583656,1,0,22-04-2013,0.8383838383838385,17,0,14,7,3,2,1,0.09090909090909091,0.0,0.23076923076923078,0.5,0,0,0,0,0,0,3,11,0,0.34545454545454546,0.018207954000958315,0.3333333333333333,1,0,False,True,False,False,True
3381,1953,Master,Married,0.31999748261430505,1,1,08-06-2014,0.5151515151515152,70,0,16,0,0,4,2,0.18181818181818182,0.0,0.3076923076923077,0.42857142857142855,0,0,0,0,0,0,3,11,0,0.7636363636363636,0.040728318160038336,0.6666666666666666,2,1,False,False,True,True,False
11051,1956,PhD,Together,0.4649233770729098,1,1,10-05-2014,0.7272727272727273,492,19,110,16,12,12,4,0.5454545454545454,0.2727272727272727,0.7692307692307693,0.2857142857142857,0,0,0,0,0,0,3,11,0,0.7090909090909091,0.3143267848586488,0.6666666666666666,2,1,False,False,True,True,False
8026,1952,Graduation,Married,0.374435948267724,0,1,30-09-2013,0.10101010101010102,120,58,73,65,89,58,5,0.4545454545454546,0.36363636363636365,0.38461538461538464,0.3571428571428571,0,0,0,0,0,0,3,11,0,0.7818181818181819,0.21945376137997127,0.3333333333333333,1,1,False,True,False,True,False
433,1958,Master,Alone,0.36394474338399574,1,1,10-03-2013,0.42424242424242425,534,5,47,0,5,41,5,1.0,0.09090909090909091,0.46153846153846156,0.5714285714285714,0,0,0,0,0,0,3,11,0,0.6727272727272727,0.30043124101581214,0.6666666666666666,2,0,False,False,True,False,True
9597,1969,Graduation,Married,0.44020264954844396,0,0,10-02-2014,0.10101010101010102,236,106,189,23,41,130,1,0.6363636363636364,0.18181818181818182,0.6923076923076923,0.2857142857142857,0,0,0,0,0,0,3,11,0,0.4727272727272728,0.34499281264973647,0.0,1,1,False,True,False,True,False
5290,1964,PhD,Married,0.23946002076843198,1,1,14-08-2013,0.5151515151515152,220,0,33,3,0,23,5,0.4545454545454546,0.09090909090909091,0.38461538461538464,0.5714285714285714,0,0,0,0,0,0,3,11,0,0.5636363636363636,0.13128893148059417,0.6666666666666666,2,1,False,False,True,True,False
5342,1976,Basic,Divorced,0.038050284779256746,1,0,08-08-2012,0.31313131313131315,0,1,3,10,6,9,2,0.09090909090909091,0.0,0.23076923076923078,0.5714285714285714,0,0,0,0,0,0,3,11,0,0.34545454545454546,0.011499760421657882,0.3333333333333333,0,0,True,False,False,False,True
9579,1959,PhD,Married,0.19044022782340542,2,1,07-07-2013,0.6161616161616162,53,1,34,2,0,16,3,0.18181818181818182,0.18181818181818182,0.15384615384615385,0.5714285714285714,0,0,0,0,0,0,3,11,0,0.6545454545454544,0.048394825107810256,1.0,2,1,False,False,True,True,False
1461,1965,PhD,Divorced,0.21032128134931877,1,1,28-07-2013,0.7474747474747475,17,1,12,3,1,4,2,0.18181818181818182,0.0,0.23076923076923078,0.5,0,0,0,0,0,0,3,11,0,0.5454545454545455,0.01581217057977959,0.6666666666666666,2,0,False,False,True,False,True
8690,1962,Graduation,Married,0.5198967871865068,0,0,19-04-2013,0.7373737373737375,399,28,756,36,40,126,1,0.4545454545454546,0.6363636363636364,0.7692307692307693,0.14285714285714285,0,0,0,0,0,0,3,11,0,0.6,0.6612362242453282,0.0,1,1,False,True,False,True,False
2937,1974,PhD,Single,0.4081311557947072,0,1,28-08-2013,0.4747474747474748,614,16,132,43,33,33,3,0.7272727272727273,0.4545454545454546,0.6923076923076923,0.42857142857142855,0,0,0,0,0,0,3,11,0,0.38181818181818183,0.4149496885481552,0.3333333333333333,2,0,False,False,True,False,True
9701,1988,Graduation,Together,0.24154945089524527,1,0,19-03-2013,0.13131313131313133,32,34,41,73,16,116,3,0.36363636363636365,0.18181818181818182,0.23076923076923078,0.5,0,0,0,0,0,0,3,11,0,0.12727272727272732,0.14710110206037375,0.3333333333333333,1,1,False,True,False,True,False
9949,1976,Graduation,Married,0.35436609081468895,0,2,18-10-2012,0.36363636363636365,598,16,141,32,41,49,3,0.2727272727272727,0.2727272727272727,0.46153846153846156,0.5714285714285714,0,0,0,0,0,0,3,11,0,0.34545454545454546,0.41782462865356973,0.6666666666666666,1,1,False,True,False,True,False
5885,1973,2n Cycle,Married,0.2025614399446175,2,1,22-08-2012,0.9494949494949496,73,3,90,12,1,32,7,0.36363636363636365,0.09090909090909091,0.3076923076923077,0.5714285714285714,0,0,0,0,0,0,3,11,0,0.4,0.09870627695256348,1.0,0,1,True,False,False,True,False
4050,1966,Master,Married,0.2901475817363668,0,0,21-06-2014,0.6565656565656566,42,16,29,12,20,8,1,0.18181818181818182,0.09090909090909091,0.3076923076923077,0.21428571428571427,0,0,0,0,0,0,3,11,0,0.5272727272727272,0.058457115476760906,0.0,2,1,False,False,True,True,False
3830,1953,Master,Married,0.3515025645866767,0,2,24-04-2014,0.595959595959596,295,21,78,39,13,13,1,0.36363636363636365,0.36363636363636365,0.5384615384615385,0.21428571428571427,0,0,0,0,0,0,3,11,0,0.7636363636363636,0.2175371346430283,0.6666666666666666,2,1,False,False,True,True,False
7798,1972,2n Cycle,Together,0.2696245948582397,0,1,14-12-2012,0.2828282828282829,233,20,57,8,20,91,4,0.6363636363636364,0.09090909090909091,0.38461538461538464,0.5,0,0,0,0,0,0,3,11,0,0.4181818181818182,0.20316243411595594,0.3333333333333333,0,1,True,False,False,True,False
92,1988,Graduation,Alone,0.19304572201768466,1,0,12-05-2014,0.12121212121212122,5,7,24,19,14,20,4,0.2727272727272727,0.0,0.3076923076923077,0.42857142857142855,0,0,0,0,0,0,3,11,0,0.12727272727272732,0.04024916147580259,0.3333333333333333,1,0,False,True,False,False,True
7055,1952,PhD,Together,0.3619245413637937,0,1,09-10-2012,0.5757575757575758,888,0,57,0,0,76,2,0.7272727272727273,0.4545454545454546,0.8461538461538463,0.3571428571428571,0,0,0,0,0,0,3,11,0,0.7818181818181819,0.486823191183517,0.3333333333333333,2,1,False,False,True,True,False
3025,1958,Graduation,Single,0.2924258157903018,0,1,08-07-2013,0.04040404040404041,212,6,69,4,12,3,3,0.5454545454545454,0.09090909090909091,0.38461538461538464,0.5,0,0,0,0,0,0,3,11,0,0.6727272727272727,0.1442261619549593,0.3333333333333333,1,0,False,True,False,False,True
9283,1978,Graduation,Single,0.35682054186727086,1,2,12-09-2013,0.494949494949495,8,1,7,2,0,0,1,0.0,0.0,0.23076923076923078,0.2857142857142857,0,0,0,0,0,0,3,11,0,0.3090909090909091,0.006229036895064686,1.0,1,0,False,True,False,False,True
